Job,Operation,Arrival,Deadline,Machine,Start,Processing Time,End,Lateness,Tardiness,Earliness
Job_158,8,11853,13040,M7,12971,30,13001,-39,0,39
Job_154,7,11661,13281,M6,13008,89,13097,-184,0,184
Job_147,9,11184,13052,M5,13009,43,13052,0,0,0
Job_158,9,11853,13040,M4,13013,55,13068,28,28,0
Job_166,1,12624,14492,M2,13017,95,13112,-1380,0,1380
Job_153,9,11601,13055,M8,13025,30,13055,0,0,0
Job_171,0,12960,14086,M0,13029,29,13058,-1028,0,1028
Job_165,2,12620,14034,M5,13052,52,13104,-930,0,930
Job_159,6,11998,13535,M8,13055,19,13074,-461,0,461
Job_163,2,12396,14098,M3,13058,76,13134,-964,0,964
Job_168,1,12632,14251,M0,13058,85,13143,-1108,0,1108
Job_169,1,12748,13875,M1,13058,78,13136,-739,0,739
Job_162,4,12347,13884,M4,13068,32,13100,-784,0,784
Job_159,7,11998,13535,M9,13091,48,13139,-396,0,396
Job_157,7,11816,13230,M6,13097,65,13162,-68,0,68
Job_161,6,12245,13785,M5,13104,47,13151,-634,0,634
Job_165,3,12620,14034,M3,13134,95,13229,-805,0,805
Job_167,2,12630,13751,M1,13136,22,13158,-593,0,593
Job_169,2,12748,13875,M2,13136,9,13145,-730,0,730
Job_154,8,11661,13281,M9,13139,45,13184,-97,0,97
Job_159,8,11998,13535,M7,13139,36,13175,-360,0,360
Job_172,0,13041,14495,M0,13143,43,13186,-1309,0,1309
Job_163,3,12396,14098,M5,13151,51,13202,-896,0,896
Job_171,1,12960,14086,M1,13158,78,13236,-850,0,850
Job_157,8,11816,13230,M4,13162,6,13168,-62,0,62
Job_162,5,12347,13884,M6,13162,88,13250,-634,0,634
Job_155,8,11712,13580,M9,13184,22,13206,-374,0,374
Job_166,2,12624,14492,M0,13186,71,13257,-1235,0,1235
Job_172,1,13041,14495,M2,13186,90,13276,-1219,0,1219
Job_167,3,12630,13751,M5,13202,61,13263,-488,0,488
Job_157,9,11816,13230,M7,13205,25,13230,0,0,0
Job_164,3,12451,13905,M9,13206,11,13217,-688,0,688
Job_160,5,12214,13916,M9,13217,11,13228,-688,0,688
Job_165,4,12620,14034,M8,13229,48,13277,-757,0,757
Job_169,3,12748,13875,M3,13229,36,13265,-610,0,610
Job_170,0,12846,14386,M1,13236,85,13321,-1065,0,1065
Job_154,9,11661,13281,M4,13248,33,13281,0,0,0
Job_160,6,12214,13916,M6,13250,40,13290,-626,0,626
Job_167,4,12630,13751,M3,13265,26,13291,-460,0,460
Job_171,2,12960,14086,M2,13276,9,13285,-801,0,801
Job_162,6,12347,13884,M8,13277,19,13296,-588,0,588
Job_165,5,12620,14034,M9,13277,72,13349,-685,0,685
Job_169,4,12748,13875,M4,13281,49,13330,-545,0,545
