Job,Operation,Arrival,Deadline,Machine,Start,Processing Time,End,Lateness,Tardiness,Earliness
Job_038,0,2880,4124,M0,2880,29,2909,-1215,0,1215
Job_024,4,1733,3296,M8,2906,48,2954,-342,0,342
Job_028,5,2158,3859,M9,2906,76,2982,-877,0,877
Job_031,4,2361,3968,M3,2908,69,2977,-991,0,991
Job_034,2,2539,3778,M1,2933,22,2955,-823,0,823
Job_037,1,2752,4454,M0,2933,13,2946,-1508,0,1508
Job_030,8,2307,4188,M4,2947,26,2973,-1215,0,1215
Job_037,2,2752,4454,M2,2949,61,3010,-1444,0,1444
Job_034,3,2539,3778,M5,2955,61,3016,-762,0,762
Job_036,1,2656,3900,M1,2955,78,3033,-867,0,867
Job_039,0,2960,4567,M0,2960,43,3003,-1564,0,1564
Job_018,9,1312,3014,M7,2969,45,3014,0,0,0
Job_027,2,2127,4007,M3,2977,76,3053,-954,0,954
Job_024,5,1733,3296,M9,2982,72,3054,-242,0,242
Job_037,3,2752,4454,M6,3010,7,3017,-1437,0,1437
Job_028,6,2158,3859,M5,3016,47,3063,-796,0,796
Job_037,4,2752,4454,M8,3017,64,3081,-1373,0,1373
Job_025,9,1770,3081,M4,3026,55,3081,0,0,0
Job_031,5,2361,3968,M1,3033,28,3061,-907,0,907
Job_036,2,2656,3900,M2,3033,9,3042,-858,0,858
Job_039,1,2960,4567,M2,3042,90,3132,-1435,0,1435
Job_034,4,2539,3778,M3,3053,26,3079,-699,0,699
Job_022,8,1631,3694,M9,3054,22,3076,-618,0,618
Job_024,6,1733,3296,M0,3054,47,3101,-195,0,195
Job_031,6,2361,3968,M6,3061,46,3107,-861,0,861
Job_038,1,2880,4124,M1,3061,78,3139,-985,0,985
Job_027,3,2127,4007,M5,3063,51,3114,-893,0,893
Job_036,3,2656,3900,M3,3079,36,3115,-785,0,785
Job_034,5,2539,3778,M4,3081,69,3150,-628,0,628
Job_037,5,2752,4454,M9,3081,76,3157,-1297,0,1297
Job_020,9,1520,3127,M8,3097,30,3127,0,0,0
Job_033,2,2533,4597,M0,3101,71,3172,-1425,0,1425
Job_024,7,1733,3296,M6,3107,65,3172,-124,0,124
Job_014,9,1093,3157,M5,3114,43,3157,0,0,0
Job_032,3,2528,4091,M3,3115,95,3210,-881,0,881
Job_027,4,2127,4007,M2,3132,85,3217,-790,0,790
Job_029,2,2259,3957,M1,3139,46,3185,-772,0,772
Job_034,6,2539,3778,M8,3150,21,3171,-607,0,607
Job_036,4,2656,3900,M4,3150,49,3199,-701,0,701
Job_031,7,2361,3968,M5,3157,46,3203,-765,0,765
Job_034,7,2539,3778,M7,3171,49,3220,-558,0,558
Job_040,0,3020,4809,M1,3185,91,3276,-1533,0,1533
Job_024,8,1733,3296,M4,3199,6,3205,-91,0,91
Job_036,5,2656,3900,M5,3203,11,3214,-686,0,686
Job_033,3,2533,4597,M4,3205,99,3304,-1293,0,1293
Job_028,7,2158,3859,M3,3210,52,3262,-597,0,597
Job_032,4,2528,4091,M8,3210,48,3258,-833,0,833
Job_029,3,2259,3957,M5,3214,74,3288,-669,0,669
Job_036,6,2656,3900,M6,3214,62,3276,-624,0,624
Job_027,5,2127,4007,M9,3217,11,3228,-779,0,779
Job_042,0,3106,4345,M2,3217,14,3231,-1114,0,1114
Job_034,8,2539,3778,M9,3228,72,3300,-478,0,478
Job_038,2,2880,4124,M2,3231,9,3240,-884,0,884
Job_042,1,3106,4345,M0,3231,6,3237,-1108,0,1108
Job_043,0,3173,4736,M2,3240,84,3324,-1412,0,1412
Job_035,2,2540,4330,M3,3262,39,3301,-1029,0,1029
Job_024,9,1733,3296,M7,3271,25,3296,0,0,0
Job_027,6,2127,4007,M6,3276,40,3316,-691,0,691
Job_040,1,3020,4809,M0,3276,85,3361,-1448,0,1448
Job_042,2,3106,4345,M1,3276,22,3298,-1047,0,1047
Job_037,6,2752,4454,M5,3288,47,3335,-1119,0,1119
Job_031,8,2361,3968,M7,3296,72,3368,-600,0,600
Job_044,0,3210,4521,M1,3298,46,3344,-1177,0,1177
Job_032,5,2528,4091,M9,3300,72,3372,-719,0,719
Job_038,3,2880,4124,M3,3301,36,3337,-787,0,787
Job_029,4,2259,3957,M4,3304,32,3336,-621,0,621
Job_033,4,2533,4597,M6,3316,9,3325,-1272,0,1272
Job_035,3,2540,4330,M2,3324,74,3398,-932,0,932
Job_033,5,2533,4597,M8,3325,52,3377,-1220,0,1220
Job_042,3,3106,4345,M5,3335,61,3396,-949,0,949
Job_021,9,1580,3369,M4,3336,33,3369,0,0,0
Job_029,5,2259,3957,M6,3336,88,3424,-533,0,533
Job_037,7,2752,4454,M3,3337,52,3389,-1065,0,1065
Job_041,0,3071,5134,M1,3344,81,3425,-1709,0,1709
Job_044,1,3210,4521,M0,3361,37,3398,-1123,0,1123
Job_036,7,2656,3900,M7,3368,56,3424,-476,0,476
Job_028,8,2158,3859,M4,3369,90,3459,-400,0,400
Job_040,2,3020,4809,M3,3389,39,3428,-1381,0,1381
Job_032,6,2528,4091,M0,3398,47,3445,-646,0,646
Job_035,4,2540,4330,M8,3398,90,3488,-842,0,842
Job_045,0,3353,5051,M2,3398,31,3429,-1622,0,1622
Job_033,6,2533,4597,M7,3424,85,3509,-1088,0,1088
Job_043,1,3173,4736,M1,3425,2,3427,-1309,0,1309
Job_043,2,3173,4736,M5,3427,52,3479,-1257,0,1257
Job_042,4,3106,4345,M3,3428,26,3454,-891,0,891
Job_040,3,3020,4809,M2,3429,74,3503,-1306,0,1306
Job_032,7,2528,4091,M6,3445,65,3510,-581,0,581
Job_045,1,3353,5051,M0,3445,86,3531,-1520,0,1520
Job_044,2,3210,4521,M3,3454,61,3515,-1006,0,1006
Job_038,4,2880,4124,M4,3459,49,3508,-616,0,616
Job_029,6,2259,3957,M8,3488,19,3507,-450,0,450
Job_035,5,2540,4330,M5,3488,10,3498,-832,0,832
Job_029,7,2259,3957,M9,3507,48,3555,-402,0,402
Job_036,8,2656,3900,M8,3507,44,3551,-349,0,349
Job_038,5,2880,4124,M5,3508,11,3519,-605,0,605
Job_042,5,3106,4345,M4,3508,69,3577,-768,0,768
Job_035,6,2540,4330,M7,3509,12,3521,-809,0,809
Job_044,3,3210,4521,M2,3515,13,3528,-993,0,993
Job_038,6,2880,4124,M6,3519,62,3581,-543,0,543
Job_041,1,3071,5134,M2,3528,95,3623,-1511,0,1511
Job_045,2,3353,5051,M1,3531,46,3577,-1474,0,1474
Job_026,9,1913,3611,M3,3532,79,3611,0,0,0
Job_040,4,3020,4809,M8,3551,90,3641,-1168,0,1168
Job_029,8,2259,3957,M7,3555,36,3591,-366,0,366
Job_046,0,3567,5447,M0,3567,76,3643,-1804,0,1804
Job_032,8,2528,4091,M4,3577,6,3583,-508,0,508
Job_044,4,3210,4521,M6,3581,32,3613,-908,0,908
Job_039,2,2960,4567,M4,3583,75,3658,-909,0,909
Job_038,7,2880,4124,M7,3591,56,3647,-477,0,477
Job_047,0,3598,5299,M1,3598,85,3683,-1616,0,1616
Job_043,3,3173,4736,M3,3611,95,3706,-1030,0,1030
Job_035,7,2540,4330,M6,3613,89,3702,-628,0,628
Job_044,5,3210,4521,M5,3613,21,3634,-887,0,887
Job_044,6,3210,4521,M9,3634,32,3666,-855,0,855
Job_040,5,3020,4809,M5,3641,10,3651,-1158,0,1158
Job_042,6,3106,4345,M8,3641,21,3662,-683,0,683
Job_041,2,3071,5134,M0,3643,71,3714,-1420,0,1420
Job_022,9,1631,3694,M5,3651,43,3694,0,0,0
Job_040,6,3020,4809,M7,3651,12,3663,-1146,0,1146
Job_042,7,3106,4345,M7,3663,49,3712,-633,0,633
Job_039,3,2960,4567,M9,3666,11,3677,-890,0,890
Job_044,7,3210,4521,M8,3666,89,3755,-766,0,766
Job_046,1,3567,5447,M1,3683,69,3752,-1695,0,1695
Job_045,3,3353,5051,M5,3694,74,3768,-1283,0,1283
Job_048,0,3699,5397,M2,3699,31,3730,-1667,0,1667
Job_035,8,2540,4330,M9,3702,45,3747,-583,0,583
Job_033,7,2533,4597,M3,3706,98,3804,-793,0,793
Job_027,7,2127,4007,M7,3712,89,3801,-206,0,206
Job_041,3,3071,5134,M4,3714,99,3813,-1321,0,1321
Job_047,1,3598,5299,M0,3714,13,3727,-1572,0,1572
Job_034,9,2539,3778,M6,3725,53,3778,0,0,0
Job_047,2,3598,5299,M2,3730,61,3791,-1508,0,1508
Job_048,1,3699,5397,M0,3730,86,3816,-1581,0,1581
Job_042,8,3106,4345,M9,3747,72,3819,-526,0,526
Job_038,8,2880,4124,M8,3755,44,3799,-325,0,325
Job_047,3,3598,5299,M6,3791,7,3798,-1501,0,1501
Job_043,4,3173,4736,M8,3799,48,3847,-889,0,889
Job_039,4,2960,4567,M3,3804,69,3873,-694,0,694
Job_041,4,3071,5134,M6,3813,9,3822,-1312,0,1312
