Job,Operation,Arrival,Deadline,Machine,Start,Processing Time,End,Tardiness
Job_052,1,4008.21,6298.31000645835,M2,5760.0,95.0,5855.0,0.0
Job_046,9,3588.67,5675.9825249704345,M8,5792.77,74.0,5866.77,190.79
Job_061,7,4553.63,5927.69000387501,M7,5794.08,49.0,5843.08,0.0
Job_058,2,4403.42,6186.551302738562,M4,5797.81,75.0,5872.81,0.0
Job_061,8,4553.63,5927.69000387501,M9,5843.08,72.0,5915.08,0.0
Job_054,2,4015.63,6001.548784226477,M3,5850.51,39.0,5889.51,0.0
Job_056,2,4234.37,6122.391379370242,M2,5855.0,61.0,5916.0,0.0
Job_051,4,4003.32,5737.502600310445,M8,5866.77,48.0,5914.77,177.27
Job_052,2,4008.21,6298.31000645835,M0,5885.08,71.0,5956.08,0.0
Job_049,2,3774.99,5862.302524970434,M3,5889.51,76.0,5965.51,103.21
Job_063,7,4660.81,6115.285729292631,M8,5914.77,89.0,6003.77,0.0
Job_058,3,4403.42,6186.551302738562,M9,5915.08,11.0,5926.08,0.0
Job_054,3,4015.63,6001.548784226477,M2,5916.0,74.0,5990.0,0.0
Job_056,3,4234.37,6122.391379370242,M6,5916.0,7.0,5923.0,0.0
Job_062,1,4622.58,6356.762600310445,M1,5916.0,2.0,5918.0,0.0
Job_062,2,4622.58,6356.762600310445,M5,5918.0,52.0,5970.0,0.0
Job_051,5,4003.32,5737.502600310445,M9,5926.08,72.0,5998.08,260.58
Job_059,0,4464.74,6450.658784226477,M1,5943.51,91.0,6034.51,0.0
Job_052,3,4008.21,6298.31000645835,M4,5956.08,99.0,6055.08,0.0
Job_058,4,4403.42,6186.551302738562,M3,5965.51,69.0,6034.51,0.0
Job_049,3,3774.99,5862.302524970434,M5,5970.0,51.0,6021.0,158.7
Job_064,0,4808.49,6693.015043482519,M2,5990.0,31.0,6021.0,0.0
Job_051,6,4003.32,5737.502600310445,M0,5998.08,47.0,6045.08,307.58
Job_054,4,4015.63,6001.548784226477,M8,6003.77,90.0,6093.77,92.22
Job_063,8,4660.81,6115.285729292631,M7,6003.77,30.0,6033.77,0.0
Job_049,4,3774.99,5862.302524970434,M2,6021.0,85.0,6106.0,243.7
Job_058,5,4403.42,6186.551302738562,M1,6034.51,28.0,6062.51,0.0
Job_062,3,4622.58,6356.762600310445,M3,6034.81,95.0,6129.81,0.0
Job_051,7,4003.32,5737.502600310445,M6,6045.08,65.0,6110.08,372.58
Job_063,9,4660.81,6115.285729292631,M4,6055.08,55.0,6110.08,0.0
Job_059,1,4464.74,6450.658784226477,M0,6073.81,85.0,6158.81,0.0
Job_060,0,4517.03,6807.130006458349,M1,6073.81,81.0,6154.81,0.0
Job_054,5,4015.63,6001.548784226477,M5,6093.77,10.0,6103.77,102.22
Job_056,4,4234.37,6122.391379370242,M8,6093.77,64.0,6157.77,35.38
Job_054,6,4015.63,6001.548784226477,M7,6103.77,12.0,6115.77,114.22
Job_049,5,3774.99,5862.302524970434,M9,6106.0,11.0,6117.0,254.7
Job_051,8,4003.32,5737.502600310445,M4,6110.08,6.0,6116.08,378.58
Job_058,6,4403.42,6186.551302738562,M6,6110.08,46.0,6156.08,0.0
Job_051,9,4003.32,5737.502600310445,M7,6116.08,25.0,6141.08,403.58
Job_049,6,3774.99,5862.302524970434,M6,6156.08,40.0,6196.08,333.78
Job_058,7,4403.42,6186.551302738562,M5,6156.08,46.0,6202.08,15.53
Job_056,5,4234.37,6122.391379370242,M9,6157.77,76.0,6233.77,111.38
Job_059,2,4464.74,6450.658784226477,M3,6158.81,39.0,6197.81,0.0
Job_064,1,4808.49,6693.015043482519,M0,6158.81,86.0,6244.81,0.0
Job_049,7,3774.99,5862.302524970434,M7,6196.08,89.0,6285.08,422.78
Job_052,4,4008.21,6298.31000645835,M6,6196.08,9.0,6205.08,0.0
Job_048,9,3725.0,5609.525043482519,M3,6197.81,79.0,6276.81,667.28
Job_059,3,4464.74,6450.658784226477,M2,6197.81,74.0,6271.81,0.0
Job_054,7,4015.63,6001.548784226477,M6,6205.08,89.0,6294.08,292.53
Job_052,5,4008.21,6298.31000645835,M8,6211.08,52.0,6263.08,0.0
Job_056,6,4234.37,6122.391379370242,M5,6233.77,47.0,6280.77,158.38
Job_064,2,4808.49,6693.015043482519,M1,6244.81,46.0,6290.81,0.0
Job_062,4,4622.58,6356.762600310445,M8,6263.08,48.0,6311.08,0.0
Job_060,1,4517.03,6807.130006458349,M2,6271.81,95.0,6366.81,0.0
Job_056,7,4234.37,6122.391379370242,M3,6280.77,52.0,6332.77,210.38
Job_049,8,3774.99,5862.302524970434,M4,6285.08,26.0,6311.08,448.78
Job_058,8,4403.42,6186.551302738562,M7,6285.08,72.0,6357.08,170.53
Job_064,3,4808.49,6693.015043482519,M5,6290.81,74.0,6364.81,0.0
Job_066,0,5060.79,6948.811379370242,M1,6290.81,85.0,6375.81,0.0
Job_054,8,4015.63,6001.548784226477,M9,6294.08,45.0,6339.08,337.53
Job_061,9,4553.63,5927.69000387501,M6,6294.08,53.0,6347.08,419.39
Job_049,9,3774.99,5862.302524970434,M8,6311.08,74.0,6385.08,522.78
Job_054,9,4015.63,6001.548784226477,M4,6339.08,33.0,6372.08,370.53
Job_062,5,4622.58,6356.762600310445,M9,6339.08,72.0,6411.08,54.32
Job_060,2,4517.03,6807.130006458349,M0,6366.81,71.0,6437.81,0.0
Job_072,0,5454.27,6828.33000387501,M2,6366.81,14.0,6380.81,0.0
Job_052,6,4008.21,6298.31000645835,M7,6369.81,85.0,6454.81,156.5
Job_064,4,4808.49,6693.015043482519,M4,6372.08,32.0,6404.08,0.0
Job_058,9,4403.42,6186.551302738562,M8,6385.08,30.0,6415.08,228.53
Job_056,8,4234.37,6122.391379370242,M4,6404.08,90.0,6494.08,371.69
Job_059,4,4464.74,6450.658784226477,M8,6415.08,90.0,6505.08,54.42
Job_062,6,4622.58,6356.762600310445,M0,6437.81,47.0,6484.81,128.05
Job_052,7,4008.21,6298.31000645835,M3,6454.81,98.0,6552.81,254.5
Job_062,7,4622.58,6356.762600310445,M6,6484.81,65.0,6549.81,193.05
Job_072,1,5454.27,6828.33000387501,M0,6484.81,6.0,6490.81,0.0
Job_066,1,5060.79,6948.811379370242,M0,6490.81,13.0,6503.81,0.0
Job_072,2,5454.27,6828.33000387501,M1,6490.81,22.0,6512.81,0.0
Job_056,9,4234.37,6122.391379370242,M7,6494.08,45.0,6539.08,416.69
Job_066,2,5060.79,6948.811379370242,M2,6503.81,61.0,6564.81,0.0
Job_074,0,5574.35,6955.402675650455,M0,6503.81,29.0,6532.81,0.0
Job_059,5,4464.74,6450.658784226477,M5,6505.08,10.0,6515.08,64.42
Job_069,0,5270.74,7053.871302738562,M0,6532.81,43.0,6575.81,0.0
Job_074,1,5574.35,6955.402675650455,M1,6532.81,78.0,6610.81,0.0
Job_062,8,4622.58,6356.762600310445,M4,6549.81,6.0,6555.81,199.05
Job_064,5,4808.49,6693.015043482519,M6,6549.81,88.0,6637.81,0.0
Job_052,8,4008.21,6298.31000645835,M9,6552.81,22.0,6574.81,276.5
Job_060,3,4517.03,6807.130006458349,M4,6555.81,99.0,6654.81,0.0
Job_062,9,4622.58,6356.762600310445,M7,6555.81,25.0,6580.81,224.05
Job_067,0,5165.0,7049.525043482519,M2,6564.81,31.0,6595.81,0.0
Job_052,9,4008.21,6298.31000645835,M5,6574.81,43.0,6617.81,319.5
Job_059,6,4464.74,6450.658784226477,M7,6580.81,12.0,6592.81,142.15
Job_067,1,5165.0,7049.525043482519,M0,6595.81,86.0,6681.81,0.0
Job_074,2,5574.35,6955.402675650455,M2,6610.81,9.0,6619.81,0.0
