Job,Operation,Arrival,Deadline,Machine,Start,Processing Time,End,Lateness,Tardiness,Earliness
Job_019,0,1440,3411,M0,2880,29,2909,-502,0,502
Job_022,0,1637,4378,M1,2880,81,2961,-1417,0,1417
Job_017,6,1254,3225,M6,2903,62,2965,-260,0,260
Job_031,0,2390,4702,M0,2909,43,2952,-1750,0,1750
Job_016,8,1135,3619,M9,2924,45,2969,-650,0,650
Job_003,9,197,2938,M5,2925,43,2968,30,30,0
Job_009,7,740,3141,M3,2925,52,2977,-164,0,164
Job_013,6,1123,3393,M0,2952,47,2999,-394,0,394
Job_025,0,1780,3814,M1,2961,46,3007,-807,0,807
Job_014,4,1128,3869,M6,2975,9,2984,-885,0,885
Job_009,8,740,3141,M4,2977,90,3067,-74,0,74
Job_008,5,708,3278,M9,2983,11,2994,-284,0,284
Job_023,0,1673,3638,M2,2983,14,2997,-641,0,641
Job_014,5,1128,3869,M8,2984,52,3036,-833,0,833
Job_008,6,708,3278,M6,2994,40,3034,-244,0,244
Job_015,7,1134,3099,M7,2997,49,3046,-53,0,53
Job_034,0,2574,4539,M2,2997,14,3011,-1528,0,1528
Job_023,1,1673,3638,M0,2999,6,3005,-633,0,633
Job_020,0,1523,3835,M0,3005,43,3048,-787,0,787
Job_023,2,1673,3638,M1,3007,22,3029,-609,0,609
Job_026,0,1928,4326,M2,3019,31,3050,-1276,0,1276
Job_019,1,1440,3411,M1,3029,78,3107,-304,0,304
Job_023,3,1673,3638,M5,3029,61,3090,-548,0,548
Job_013,7,1123,3393,M6,3034,65,3099,-294,0,294
Job_010,8,845,3242,M7,3046,36,3082,-160,0,160
Job_015,8,1134,3099,M9,3046,72,3118,19,19,0
Job_025,1,1780,3814,M0,3048,37,3085,-729,0,729
Job_029,0,2285,4682,M2,3050,31,3081,-1601,0,1601
Job_011,8,894,3464,M4,3067,26,3093,-371,0,371
Job_009,9,740,3141,M7,3082,45,3127,-14,0,14
Job_026,1,1928,4326,M0,3085,86,3171,-1155,0,1155
Job_023,4,1673,3638,M3,3090,26,3116,-522,0,522
Job_013,8,1123,3393,M4,3099,6,3105,-288,0,288
Job_019,2,1440,3411,M2,3107,9,3116,-295,0,295
Job_028,0,2180,4581,M1,3107,85,3192,-1389,0,1389
Job_019,3,1440,3411,M3,3116,36,3152,-259,0,259
Job_024,0,1742,4013,M2,3116,84,3200,-813,0,813
Job_015,9,1134,3099,M6,3118,53,3171,72,72,0
Job_017,7,1254,3225,M7,3127,56,3183,-42,0,42
Job_019,4,1440,3411,M4,3152,49,3201,-210,0,210
Job_010,9,845,3242,M3,3163,79,3242,0,0,0
Job_029,1,2285,4682,M0,3171,86,3257,-1425,0,1425
Job_008,7,708,3278,M7,3183,89,3272,-6,0,6
Job_017,8,1254,3225,M8,3183,44,3227,2,2,0
Job_026,2,1928,4326,M1,3192,46,3238,-1088,0,1088
Job_020,1,1523,3835,M2,3200,90,3290,-545,0,545
Job_019,5,1440,3411,M5,3201,11,3212,-199,0,199
Job_023,5,1673,3638,M4,3201,69,3270,-368,0,368
Job_019,6,1440,3411,M6,3212,62,3274,-137,0,137
Job_017,9,1254,3225,M9,3227,21,3248,23,23,0
Job_012,9,950,3262,M8,3232,30,3262,0,0,0
Job_024,1,1742,4013,M1,3238,2,3240,-773,0,773
Job_024,2,1742,4013,M5,3240,52,3292,-721,0,721
Job_035,0,2575,5059,M1,3240,91,3331,-1728,0,1728
Job_025,2,1780,3814,M3,3242,61,3303,-511,0,511
Job_030,0,2334,4904,M0,3257,76,3333,-1571,0,1571
Job_023,6,1673,3638,M8,3270,21,3291,-347,0,347
Job_008,8,708,3278,M4,3272,26,3298,20,20,0
Job_019,7,1440,3411,M7,3274,56,3330,-81,0,81
Job_026,3,1928,4326,M5,3292,74,3366,-960,0,960
Job_008,9,708,3278,M8,3298,74,3372,94,94,0
Job_020,2,1523,3835,M4,3298,75,3373,-462,0,462
Job_024,3,1742,4013,M3,3303,95,3398,-615,0,615
Job_025,3,1780,3814,M2,3303,13,3316,-498,0,498
Job_025,4,1780,3814,M6,3316,32,3348,-466,0,466
Job_031,1,2390,4702,M2,3316,90,3406,-1296,0,1296
Job_021,0,1584,4068,M1,3331,91,3422,-646,0,646
Job_028,1,2180,4581,M0,3333,13,3346,-1235,0,1235
Job_035,1,2575,5059,M0,3346,85,3431,-1628,0,1628
Job_025,5,1780,3814,M5,3366,21,3387,-427,0,427
Job_013,9,1123,3393,M7,3368,25,3393,0,0,0
Job_019,8,1440,3411,M8,3372,44,3416,5,5,0
Job_020,3,1523,3835,M9,3373,11,3384,-451,0,451
Job_026,4,1928,4326,M4,3373,32,3405,-921,0,921
Job_020,4,1523,3835,M3,3398,69,3467,-368,0,368
Job_026,5,1928,4326,M6,3405,88,3493,-833,0,833
Job_028,2,2180,4581,M2,3406,61,3467,-1114,0,1114
Job_031,2,2390,4702,M4,3406,75,3481,-1221,0,1221
Job_011,9,894,3464,M8,3416,74,3490,26,26,0
Job_019,9,1440,3411,M9,3416,21,3437,26,26,0
Job_037,0,2794,5195,M1,3422,85,3507,-1688,0,1688
Job_021,1,1584,4068,M0,3431,85,3516,-552,0,552
Job_025,6,1780,3814,M9,3437,32,3469,-345,0,345
Job_023,7,1673,3638,M7,3441,49,3490,-148,0,148
Job_022,1,1637,4378,M2,3467,95,3562,-816,0,816
Job_035,2,2575,5059,M3,3467,39,3506,-1553,0,1553
Job_031,3,2390,4702,M9,3481,11,3492,-1210,0,1210
Job_014,6,1128,3869,M7,3490,85,3575,-294,0,294
Job_025,7,1780,3814,M8,3490,89,3579,-235,0,235
Job_023,8,1673,3638,M9,3492,72,3564,-74,0,74
Job_028,3,2180,4581,M6,3493,7,3500,-1081,0,1081
