Job,Operation,Arrival,Deadline,Machine,Start,Processing Time,End,Lateness,Tardiness,Earliness
Job_057,0,4320,6191,M0,5760,29,5789,-402,0,402
Job_061,0,4553,6418,M2,5760,14,5774,-644,0,644
Job_071,0,5448,8089,M1,5760,81,5841,-2248,0,2248
Job_050,3,3830,6042,M9,5774,11,5785,-257,0,257
Job_062,0,4622,6793,M2,5774,84,5858,-935,0,935
Job_047,8,3620,5921,M4,5778,90,5868,-53,0,53
Job_055,5,4134,6005,M5,5778,11,5789,-216,0,216
Job_061,1,4553,6418,M0,5789,6,5795,-623,0,623
Job_046,7,3588,6058,M7,5794,89,5883,-175,0,175
Job_055,6,4134,6005,M6,5794,62,5856,-149,0,149
Job_058,0,4403,6615,M0,5795,43,5838,-777,0,777
Job_041,8,3077,5718,M9,5797,22,5819,101,101,0
Job_050,4,3830,6042,M3,5797,69,5866,-176,0,176
Job_041,9,3077,5718,M5,5819,43,5862,144,144,0
Job_053,8,4014,5879,M9,5819,72,5891,12,12,0
Job_065,0,5028,7498,M0,5838,76,5914,-1584,0,1584
Job_061,2,4553,6418,M1,5841,22,5863,-555,0,555
Job_045,6,3368,5666,M8,5844,19,5863,197,197,0
Job_064,0,4808,7106,M2,5858,31,5889,-1217,0,1217
Job_054,5,4015,6399,M5,5862,10,5872,-527,0,527
Job_062,1,4622,6793,M1,5863,2,5865,-928,0,928
Job_049,2,3774,6244,M3,5866,76,5942,-302,0,302
Job_050,5,3830,6042,M1,5866,28,5894,-148,0,148
Job_061,3,4553,6418,M5,5872,61,5933,-485,0,485
Job_046,8,3588,6058,M4,5883,26,5909,-149,0,149
Job_055,7,4134,6005,M7,5883,56,5939,-66,0,66
Job_058,1,4403,6615,M2,5889,90,5979,-636,0,636
Job_045,7,3368,5666,M9,5891,48,5939,273,273,0
Job_053,9,4014,5879,M6,5891,53,5944,65,65,0
Job_057,1,4320,6191,M1,5894,78,5972,-219,0,219
Job_068,0,5214,7684,M0,5914,76,5990,-1694,0,1694
Job_047,9,3620,5921,M7,5939,45,5984,63,63,0
Job_055,8,4134,6005,M8,5939,44,5983,-22,0,22
Job_048,9,3725,6022,M3,5942,79,6021,-1,0,1
Job_049,3,3774,6244,M5,5942,51,5993,-251,0,251
Job_050,6,3830,6042,M6,5944,46,5990,-52,0,52
