Job,Operation,Arrival,Deadline,Machine,Start,Processing Time,End,Lateness,Tardiness,Earliness
Job_148,1,11202,12235,M0,11551,6,11557,-678,0,678
Job_152,0,11520,12521,M0,11557,29,11586,-935,0,935
Job_139,9,10417,11616,M4,11561,55,11616,0,0,0
Job_141,5,10781,12259,M9,11574,11,11585,-674,0,674
Job_135,2,10223,12521,M3,11577,39,11616,-905,0,905
Job_144,3,10965,12515,M5,11577,51,11628,-887,0,887
Job_133,8,10080,11361,M8,11580,44,11624,263,263,0
Job_141,6,10781,12259,M6,11585,40,11625,-634,0,634
Job_150,0,11321,12417,M0,11586,29,11615,-802,0,802
Job_148,2,11202,12235,M1,11613,22,11635,-600,0,600
Job_151,1,11420,12933,M0,11615,13,11628,-1305,0,1305
Job_135,3,10223,12521,M2,11616,74,11690,-831,0,831
Job_133,9,10080,11361,M9,11624,21,11645,284,284,0
Job_140,6,10563,12361,M8,11624,19,11643,-718,0,718
Job_141,7,10781,12259,M7,11625,89,11714,-545,0,545
Job_143,5,10916,12560,M6,11625,88,11713,-847,0,847
Job_149,1,11203,12718,M0,11628,85,11713,-1005,0,1005
Job_134,5,10162,11967,M1,11635,28,11663,-304,0,304
Job_148,3,11202,12235,M5,11635,61,11696,-539,0,539
Job_136,5,10274,12191,M8,11643,52,11695,-496,0,496
Job_140,7,10563,12361,M9,11645,48,11693,-668,0,668
Job_150,1,11321,12417,M1,11663,78,11741,-676,0,676
Job_151,2,11420,12933,M2,11690,61,11751,-1182,0,1182
Job_142,4,10813,12291,M8,11695,64,11759,-532,0,532
Job_148,4,11202,12235,M3,11696,26,11722,-513,0,513
Job_134,6,10162,11967,M6,11713,46,11759,-208,0,208
Job_145,0,11020,12850,M0,11713,43,11756,-1094,0,1094
Job_136,6,10274,12191,M7,11714,85,11799,-392,0,392
Job_141,8,10781,12259,M4,11714,26,11740,-519,0,519
Job_149,2,11203,12718,M3,11722,39,11761,-957,0,957
Job_148,5,11202,12235,M4,11740,69,11809,-426,0,426
Job_152,1,11520,12521,M1,11741,78,11819,-702,0,702
Job_150,2,11321,12417,M2,11751,9,11760,-657,0,657
Job_138,6,10379,12197,M0,11756,47,11803,-394,0,394
Job_134,7,10162,11967,M5,11759,46,11805,-162,0,162
Job_142,5,10813,12291,M9,11759,76,11835,-456,0,456
Job_143,6,10916,12560,M8,11759,19,11778,-782,0,782
Job_145,1,11020,12850,M2,11760,90,11850,-1000,0,1000
Job_150,3,11321,12417,M3,11761,36,11797,-620,0,620
Job_135,4,10223,12521,M8,11778,90,11868,-653,0,653
Job_151,3,11420,12933,M6,11796,7,11803,-1130,0,1130
Job_136,7,10274,12191,M3,11799,98,11897,-294,0,294
Job_140,8,10563,12361,M7,11799,36,11835,-526,0,526
Job_138,7,10379,12197,M6,11803,65,11868,-329,0,329
Job_153,0,11602,13283,M0,11803,43,11846,-1437,0,1437
Job_150,4,11321,12417,M4,11809,49,11858,-559,0,559
Job_154,0,11663,13146,M1,11819,91,11910,-1236,0,1236
Job_134,8,10162,11967,M7,11835,72,11907,-60,0,60
Job_143,7,10916,12560,M9,11835,48,11883,-677,0,677
Job_147,2,11196,13228,M0,11846,71,11917,-1311,0,1311
Job_152,2,11520,12521,M2,11850,9,11859,-662,0,662
Job_145,2,11020,12850,M4,11858,75,11933,-917,0,917
Job_150,5,11321,12417,M5,11858,11,11869,-548,0,548
Job_149,3,11203,12718,M2,11859,74,11933,-785,0,785
Job_151,4,11420,12933,M8,11868,64,11932,-1001,0,1001
Job_135,5,10223,12521,M5,11869,10,11879,-642,0,642
Job_150,6,11321,12417,M6,11869,62,11931,-486,0,486
Job_142,6,10813,12291,M5,11879,47,11926,-365,0,365
Job_136,8,10274,12191,M9,11897,22,11919,-272,0,272
Job_152,3,11520,12521,M3,11897,36,11933,-588,0,588
Job_135,6,10223,12521,M7,11907,12,11919,-602,0,602
Job_158,0,11857,13096,M1,11910,46,11956,-1140,0,1140
Job_154,1,11663,13146,M0,11917,85,12002,-1144,0,1144
