Job,Operation,Arrival,Deadline,Machine,Start,Processing Time,End,Lateness,Tardiness,Earliness
Job_000,0,0,792,M0,0,29,29,-763,0,763
Job_000,1,0,792,M1,29,78,107,-685,0,685
Job_001,0,82,1593,M0,82,43,125,-1468,0,1468
Job_000,2,0,792,M2,107,9,116,-676,0,676
Job_000,3,0,792,M3,116,36,152,-640,0,640
Job_001,1,82,1593,M2,125,90,215,-1378,0,1378
Job_002,0,143,1682,M1,143,91,234,-1448,0,1448
Job_000,4,0,792,M4,152,49,201,-591,0,591
Job_000,5,0,792,M5,201,11,212,-580,0,580
Job_000,6,0,792,M6,212,62,274,-518,0,518
Job_001,2,82,1593,M4,215,75,290,-1303,0,1303
Job_004,0,231,1749,M2,231,14,245,-1504,0,1504
Job_002,1,143,1682,M0,234,85,319,-1363,0,1363
Job_003,0,194,1784,M1,234,81,315,-1469,0,1469
Job_000,7,0,792,M7,274,56,330,-462,0,462
Job_001,3,82,1593,M9,290,11,301,-1292,0,1292
Job_005,0,299,1659,M2,299,84,383,-1276,0,1276
Job_001,4,82,1593,M3,301,69,370,-1223,0,1223
Job_004,1,231,1749,M0,319,6,325,-1424,0,1424
Job_004,2,231,1749,M1,325,22,347,-1402,0,1402
Job_000,8,0,792,M8,330,44,374,-418,0,418
Job_004,3,231,1749,M5,347,61,408,-1341,0,1341
Job_006,0,337,1383,M1,347,46,393,-990,0,990
Job_002,2,143,1682,M3,370,39,409,-1273,0,1273
Job_003,1,194,1784,M2,383,95,478,-1306,0,1306
Job_005,1,299,1659,M1,393,2,395,-1264,0,1264
Job_006,1,337,1383,M0,393,37,430,-953,0,953
Job_001,5,82,1593,M1,395,28,423,-1170,0,1170
Job_005,2,299,1659,M5,408,52,460,-1199,0,1199
Job_004,4,231,1749,M3,409,26,435,-1314,0,1314
Job_001,6,82,1593,M6,423,46,469,-1124,0,1124
Job_004,5,231,1749,M4,435,69,504,-1245,0,1245
Job_006,2,337,1383,M3,435,61,496,-887,0,887
Job_001,7,82,1593,M5,469,46,515,-1078,0,1078
Job_002,3,143,1682,M2,478,74,552,-1130,0,1130
Job_003,2,194,1784,M0,478,71,549,-1235,0,1235
Job_005,3,299,1659,M3,496,95,591,-1068,0,1068
Job_004,6,231,1749,M8,504,21,525,-1224,0,1224
Job_001,8,82,1593,M7,515,72,587,-1006,0,1006
Job_003,3,194,1784,M4,549,99,648,-1136,0,1136
Job_002,4,143,1682,M8,552,90,642,-1040,0,1040
Job_006,3,337,1383,M2,552,13,565,-818,0,818
Job_006,4,337,1383,M6,565,32,597,-786,0,786
Job_007,0,483,2351,M2,565,31,596,-1755,0,1755
Job_004,7,231,1749,M7,587,49,636,-1113,0,1113
Job_007,1,483,2351,M0,596,86,682,-1669,0,1669
Job_006,5,337,1383,M5,597,21,618,-765,0,765
Job_006,6,337,1383,M9,618,32,650,-733,0,733
Job_002,5,143,1682,M5,642,10,652,-1030,0,1030
Job_005,4,299,1659,M8,642,48,690,-969,0,969
Job_003,4,194,1784,M6,648,9,657,-1127,0,1127
Job_004,8,231,1749,M9,650,72,722,-1027,0,1027
Job_002,6,143,1682,M7,652,12,664,-1018,0,1018
Job_002,7,143,1682,M6,664,89,753,-929,0,929
Job_007,2,483,2351,M1,682,46,728,-1623,0,1623
Job_006,7,337,1383,M8,690,89,779,-604,0,604
Job_008,0,701,2163,M0,701,76,777,-1386,0,1386
Job_007,3,483,2351,M5,728,74,802,-1549,0,1549
Job_009,0,733,2014,M1,733,85,818,-1196,0,1196
Job_000,9,0,792,M9,771,21,792,0,0,0
Job_003,5,194,1784,M8,779,52,831,-953,0,953
Job_006,8,337,1383,M7,779,30,809,-574,0,574
Job_005,5,299,1659,M9,792,72,864,-795,0,795
Job_007,4,483,2351,M4,802,32,834,-1517,0,1517
Job_008,1,701,2163,M1,818,69,887,-1276,0,1276
Job_009,1,733,2014,M0,818,13,831,-1183,0,1183
Job_003,6,194,1784,M7,831,85,916,-868,0,868
Job_009,2,733,2014,M2,831,61,892,-1122,0,1122
Job_007,5,483,2351,M6,834,88,922,-1429,0,1429
Job_002,8,143,1682,M9,864,45,909,-773,0,773
Job_005,6,299,1659,M0,864,47,911,-748,0,748
Job_008,2,701,2163,M3,887,76,963,-1200,0,1200
Job_010,0,836,2472,M2,892,31,923,-1549,0,1549
Job_011,0,885,2875,M0,911,76,987,-1888,0,1888
Job_007,6,483,2351,M8,922,19,941,-1410,0,1410
Job_009,3,733,2014,M6,922,7,929,-1085,0,1085
Job_005,7,299,1659,M6,929,65,994,-665,0,665
Job_007,7,483,2351,M9,941,48,989,-1362,0,1362
Job_009,4,733,2014,M8,941,64,1005,-1009,0,1009
Job_003,7,194,1784,M3,963,98,1061,-723,0,723
Job_008,3,701,2163,M5,963,51,1014,-1149,0,1149
Job_010,1,836,2472,M0,987,86,1073,-1399,0,1399
Job_011,1,885,2875,M1,987,69,1056,-1819,0,1819
Job_007,8,483,2351,M7,989,36,1025,-1326,0,1326
Job_005,8,299,1659,M4,994,6,1000,-659,0,659
Job_009,5,733,2014,M9,1005,76,1081,-933,0,933
Job_008,4,701,2163,M2,1014,85,1099,-1064,0,1064
Job_011,2,885,2875,M3,1061,76,1137,-1738,0,1738
Job_010,2,836,2472,M1,1073,46,1119,-1353,0,1353
Job_012,0,940,2631,M0,1073,43,1116,-1515,0,1515
Job_003,8,194,1784,M9,1081,22,1103,-681,0,681
Job_009,6,733,2014,M5,1081,47,1128,-886,0,886
Job_008,5,701,2163,M9,1103,11,1114,-1049,0,1049
Job_013,0,1111,2506,M2,1111,84,1195,-1311,0,1311
Job_008,6,701,2163,M6,1114,40,1154,-1009,0,1009
Job_014,0,1116,2821,M1,1119,81,1200,-1621,0,1621
Job_010,3,836,2472,M5,1128,74,1202,-1270,0,1270
Job_009,7,733,2014,M3,1137,52,1189,-825,0,825
Job_008,7,701,2163,M7,1154,89,1243,-920,0,920
Job_009,8,733,2014,M4,1189,90,1279,-735,0,735
Job_012,1,940,2631,M2,1195,90,1285,-1346,0,1346
Job_013,1,1111,2506,M1,1200,2,1202,-1304,0,1304
Job_013,2,1111,2506,M5,1202,52,1254,-1252,0,1252
Job_016,0,1123,3631,M1,1202,91,1293,-2338,0,2338
Job_017,0,1241,2661,M0,1241,29,1270,-1391,0,1391
Job_011,3,885,2875,M5,1254,51,1305,-1570,0,1570
Job_013,3,1111,2506,M3,1254,95,1349,-1157,0,1157
Job_008,8,701,2163,M4,1279,26,1305,-858,0,858
Job_014,1,1116,2821,M2,1285,95,1380,-1441,0,1441
Job_016,1,1123,3631,M0,1293,85,1378,-2253,0,2253
Job_017,1,1241,2661,M1,1293,78,1371,-1290,0,1290
Job_006,9,337,1383,M4,1328,55,1383,0,0,0
Job_013,4,1111,2506,M8,1349,48,1397,-1109,0,1109
Job_018,0,1340,2978,M1,1371,85,1456,-1522,0,1522
Job_016,2,1123,3631,M3,1378,39,1417,-2214,0,2214
Job_014,2,1116,2821,M0,1380,71,1451,-1370,0,1370
Job_017,2,1241,2661,M2,1380,9,1389,-1272,0,1272
Job_012,2,940,2631,M4,1383,75,1458,-1173,0,1173
Job_015,0,1122,2686,M2,1389,14,1403,-1283,0,1283
