Job,Operation,Arrival,Deadline,Machine,Start,Processing Time,End,Lateness,Tardiness,Earliness
Job_165,4,12680,14991,M8,14400,48,14448,-543,0,543
Job_171,0,12960,14975,M0,14400,29,14429,-546,0,546
Job_177,0,13311,15389,M1,14400,46,14446,-943,0,943
Job_166,6,12685,15462,M7,14402,85,14487,-975,0,975
Job_159,9,12024,14462,M3,14422,79,14501,39,39,0
Job_172,0,13046,15398,M0,14429,43,14472,-926,0,926
Job_163,6,12444,15051,M6,14433,40,14473,-578,0,578
Job_160,8,12251,14859,M4,14446,26,14472,-387,0,387
Job_171,1,12960,14975,M1,14446,78,14524,-451,0,451
Job_155,8,11723,14501,M9,14454,22,14476,-25,0,25
Job_177,1,13311,15389,M0,14472,37,14509,-880,0,880
Job_155,9,11723,14501,M5,14476,43,14519,18,18,0
Job_164,3,12501,14854,M9,14476,11,14487,-367,0,367
Job_175,0,13201,15210,M2,14482,14,14496,-714,0,714
Job_163,7,12444,15051,M7,14487,89,14576,-475,0,475
Job_165,5,12680,14991,M9,14487,72,14559,-432,0,432
Job_172,1,13046,15398,M2,14496,90,14586,-812,0,812
Job_161,7,12284,14725,M3,14501,52,14553,-172,0,172
Job_175,1,13201,15210,M0,14509,6,14515,-695,0,695
Job_179,0,13691,16299,M0,14515,76,14591,-1708,0,1708
Job_170,6,12918,15359,M5,14519,47,14566,-793,0,793
Job_175,2,13201,15210,M1,14524,22,14546,-664,0,664
Job_168,4,12692,15215,M8,14546,90,14636,-579,0,579
Job_174,0,13163,15941,M1,14546,81,14627,-1314,0,1314
Job_161,8,12284,14725,M4,14553,90,14643,-82,0,82
Job_164,4,12501,14854,M3,14553,69,14622,-232,0,232
Job_175,3,13201,15210,M5,14566,61,14627,-583,0,583
Job_169,7,12815,14830,M7,14576,56,14632,-198,0,198
Job_171,2,12960,14975,M2,14586,9,14595,-380,0,380
Job_165,6,12680,14991,M0,14591,47,14638,-353,0,353
Job_176,0,13272,15584,M2,14595,84,14679,-905,0,905
Job_167,9,12691,14701,M6,14607,53,14660,-41,0,41
Job_171,3,12960,14975,M3,14622,36,14658,-317,0,317
Job_164,5,12501,14854,M1,14627,28,14655,-199,0,199
Job_168,5,12692,15215,M5,14636,10,14646,-569,0,569
Job_169,8,12815,14830,M8,14636,44,14680,-150,0,150
Job_183,0,13941,16294,M0,14638,43,14681,-1613,0,1613
Job_172,2,13046,15398,M4,14643,75,14718,-680,0,680
Job_168,6,12692,15215,M7,14646,12,14658,-557,0,557
Job_173,0,13109,15632,M1,14655,91,14746,-886,0,886
Job_175,4,13201,15210,M3,14658,26,14684,-526,0,526
Job_164,6,12501,14854,M6,14660,46,14706,-148,0,148
Job_174,1,13163,15941,M2,14679,95,14774,-1167,0,1167
Job_161,9,12284,14725,M7,14680,45,14725,0,0,0
Job_188,0,14255,16270,M0,14681,29,14710,-1560,0,1560
Job_177,2,13311,15389,M3,14684,61,14745,-644,0,644
Job_164,7,12501,14854,M5,14706,46,14752,-102,0,102
Job_165,7,12680,14991,M6,14706,65,14771,-220,0,220
Job_182,0,13884,16491,M0,14710,76,14786,-1705,0,1705
Job_171,4,12960,14975,M4,14718,49,14767,-208,0,208
Job_172,3,13046,15398,M9,14718,11,14729,-669,0,669
Job_176,1,13272,15584,M1,14746,2,14748,-836,0,836
Job_180,0,13724,16165,M1,14748,85,14833,-1332,0,1332
Job_160,9,12251,14859,M8,14750,74,14824,-35,0,35
Job_162,9,12392,14830,M3,14751,79,14830,0,0,0
Job_164,8,12501,14854,M7,14752,72,14824,-30,0,30
Job_171,5,12960,14975,M5,14767,11,14778,-197,0,197
Job_175,5,13201,15210,M4,14767,69,14836,-374,0,374
Job_177,3,13311,15389,M2,14774,13,14787,-602,0,602
Job_171,6,12960,14975,M6,14778,62,14840,-135,0,135
Job_176,2,13272,15584,M5,14778,52,14830,-754,0,754
Job_173,1,13109,15632,M0,14786,85,14871,-761,0,761
Job_178,0,13464,15902,M2,14787,31,14818,-1084,0,1084
Job_169,9,12815,14830,M9,14809,21,14830,0,0,0
Job_181,0,13832,16270,M2,14818,31,14849,-1421,0,1421
Job_164,9,12501,14854,M8,14824,30,14854,0,0,0
Job_172,4,13046,15398,M3,14830,69,14899,-499,0,499
Job_179,1,13691,16299,M1,14833,69,14902,-1397,0,1397
Job_163,8,12444,15051,M4,14836,26,14862,-189,0,189
Job_168,7,12692,15215,M6,14840,89,14929,-286,0,286
Job_171,7,12960,14975,M7,14840,56,14896,-79,0,79
Job_186,0,14131,16141,M2,14849,14,14863,-1278,0,1278
Job_175,6,13201,15210,M8,14854,21,14875,-335,0,335
Job_165,8,12680,14991,M4,14862,6,14868,-123,0,123
Job_183,1,13941,16294,M2,14863,90,14953,-1341,0,1341
Job_178,1,13464,15902,M0,14871,86,14957,-945,0,945
Job_171,8,12960,14975,M8,14896,44,14940,-35,0,35
Job_175,7,13201,15210,M7,14896,49,14945,-265,0,265
Job_173,2,13109,15632,M3,14899,39,14938,-694,0,694
Job_172,5,13046,15398,M1,14902,28,14930,-468,0,468
Job_177,4,13311,15389,M6,14929,32,14961,-428,0,428
Job_188,1,14255,16270,M1,14930,78,15008,-1262,0,1262
Job_170,7,12918,15359,M3,14938,52,14990,-369,0,369
Job_173,3,13109,15632,M2,14953,74,15027,-605,0,605
Job_183,2,13941,16294,M4,14953,75,15028,-1266,0,1266
Job_171,9,12960,14975,M9,14954,21,14975,0,0,0
Job_174,2,13163,15941,M0,14957,71,15028,-913,0,913
Job_172,6,13046,15398,M6,14961,46,15007,-391,0,391
Job_177,5,13311,15389,M5,14961,21,14982,-407,0,407
Job_165,9,12680,14991,M7,14966,25,14991,0,0,0
Job_175,8,13201,15210,M9,14975,72,15047,-163,0,163
Job_163,9,12444,15051,M8,14977,74,15051,0,0,0
Job_176,3,13272,15584,M3,14990,95,15085,-499,0,499
Job_172,7,13046,15398,M5,15007,46,15053,-345,0,345
Job_178,2,13464,15902,M1,15008,46,15054,-848,0,848
Job_184,0,14120,16431,M2,15027,84,15111,-1320,0,1320
Job_170,8,12918,15359,M4,15028,90,15118,-241,0,241
Job_180,1,13724,16165,M0,15028,13,15041,-1124,0,1124
Job_181,1,13832,16270,M0,15041,86,15127,-1143,0,1143
Job_168,8,12692,15215,M9,15047,45,15092,-123,0,123
Job_173,4,13109,15632,M8,15051,90,15141,-491,0,491
Job_172,8,13046,15398,M7,15053,72,15125,-273,0,273
Job_178,3,13464,15902,M5,15054,74,15128,-774,0,774
Job_182,1,13884,16491,M1,15054,69,15123,-1368,0,1368
Job_166,7,12685,15462,M3,15085,98,15183,-279,0,279
Job_177,6,13311,15389,M9,15092,32,15124,-265,0,265
Job_180,2,13724,16165,M2,15111,61,15172,-993,0,993
Job_187,0,14132,16655,M1,15123,91,15214,-1441,0,1441
Job_183,3,13941,16294,M9,15124,11,15135,-1159,0,1159
Job_186,1,14131,16141,M0,15127,6,15133,-1008,0,1008
Job_178,4,13464,15902,M4,15128,32,15160,-742,0,742
Job_173,5,13109,15632,M5,15141,10,15151,-481,0,481
Job_177,7,13311,15389,M8,15141,89,15230,-159,0,159
Job_173,6,13109,15632,M7,15151,12,15163,-469,0,469
Job_175,9,13201,15210,M6,15157,53,15210,0,0,0
Job_188,2,14255,16270,M2,15172,9,15181,-1089,0,1089
Job_168,9,12692,15215,M4,15182,33,15215,0,0,0
Job_166,8,12685,15462,M9,15183,22,15205,-257,0,257
Job_179,2,13691,16299,M3,15183,76,15259,-1040,0,1040
Job_173,7,13109,15632,M6,15210,89,15299,-333,0,333
Job_186,2,14131,16141,M1,15214,22,15236,-905,0,905
Job_187,1,14132,16655,M0,15214,85,15299,-1356,0,1356
Job_174,3,13163,15941,M4,15215,99,15314,-627,0,627
Job_176,4,13272,15584,M8,15230,48,15278,-306,0,306
Job_177,8,13311,15389,M7,15230,30,15260,-129,0,129
Job_181,2,13832,16270,M1,15236,46,15282,-988,0,988
Job_186,3,14131,16141,M5,15236,61,15297,-844,0,844
Job_188,3,14255,16270,M3,15259,36,15295,-975,0,975
Job_176,5,13272,15584,M9,15278,72,15350,-234,0,234
Job_184,1,14120,16431,M1,15282,2,15284,-1147,0,1147
Job_189,0,14358,16799,M1,15284,85,15369,-1430,0,1430
Job_183,4,13941,16294,M3,15295,69,15364,-930,0,930
Job_181,3,13832,16270,M5,15297,74,15371,-899,0,899
Job_178,5,13464,15902,M6,15299,88,15387,-515,0,515
Job_170,9,12918,15359,M7,15314,45,15359,0,0,0
Job_177,9,13311,15389,M4,15334,55,15389,0,0,0
Job_173,8,13109,15632,M9,15350,45,15395,-237,0,237
Job_176,6,13272,15584,M0,15350,47,15397,-187,0,187
Job_186,4,14131,16141,M3,15364,26,15390,-751,0,751
Job_172,9,13046,15398,M8,15368,30,15398,0,0,0
