Job,Operation,Arrival,Deadline,Machine,Start,Processing Time,End,Lateness,Tardiness,Earliness
Job_075,5,5718,8159,M9,7200,76,7276,-883,0,883
Job_082,0,6111,8189,M1,7200,46,7246,-943,0,943
Job_086,0,6632,9070,M2,7200,31,7231,-1839,0,1839
Job_076,0,5760,7775,M0,7202,29,7231,-544,0,544
Job_064,6,4824,7262,M8,7225,19,7244,-18,0,18
Job_073,5,5492,8015,M5,7225,10,7235,-780,0,780
Job_074,6,5615,7630,M6,7229,62,7291,-339,0,339
Job_077,0,5846,8198,M0,7231,43,7274,-924,0,924
Job_080,0,6001,8010,M2,7231,14,7245,-765,0,765
Job_067,6,5192,7630,M8,7244,19,7263,-367,0,367
Job_091,0,6931,8941,M2,7245,14,7259,-1682,0,1682
Job_076,1,5760,7775,M1,7246,78,7324,-451,0,451
Job_073,6,5492,8015,M7,7256,12,7268,-747,0,747
Job_081,0,6072,8384,M2,7259,84,7343,-1041,0,1041
Job_066,8,5084,7525,M4,7260,90,7350,-175,0,175
Job_065,7,5051,7659,M7,7268,89,7357,-302,0,302
Job_082,1,6111,8189,M0,7274,37,7311,-878,0,878
Job_069,3,5301,7654,M9,7276,11,7287,-367,0,367
Job_060,8,4523,7301,M9,7287,22,7309,8,8,0
Job_069,4,5301,7654,M3,7287,69,7356,-298,0,298
Job_070,7,5480,7791,M6,7291,65,7356,-435,0,435
Job_060,9,4523,7301,M5,7309,43,7352,51,51,0
Job_064,7,4824,7262,M9,7309,48,7357,95,95,0
Job_080,1,6001,8010,M0,7311,6,7317,-693,0,693
Job_093,0,7055,9070,M0,7317,29,7346,-1724,0,1724
Job_080,2,6001,8010,M1,7324,22,7346,-664,0,664
Job_076,2,5760,7775,M2,7343,9,7352,-423,0,423
Job_081,1,6072,8384,M1,7346,2,7348,-1036,0,1036
Job_091,1,6931,8941,M0,7346,6,7352,-1589,0,1589
Job_075,6,5718,8159,M5,7352,47,7399,-760,0,760
Job_077,1,5846,8198,M2,7352,90,7442,-756,0,756
Job_086,1,6632,9070,M0,7352,86,7438,-1632,0,1632
Job_068,6,5244,7851,M6,7356,40,7396,-455,0,455
Job_069,5,5301,7654,M1,7356,28,7384,-270,0,270
Job_070,8,5480,7791,M4,7356,6,7362,-429,0,429
Job_076,3,5760,7775,M3,7356,36,7392,-383,0,383
Job_064,8,4824,7262,M7,7357,36,7393,131,131,0
Job_072,8,5491,7501,M9,7357,72,7429,-72,0,72
Job_065,8,5051,7659,M4,7372,26,7398,-261,0,261
Job_090,0,6925,9702,M1,7384,81,7465,-2237,0,2237
Job_064,9,4824,7262,M3,7393,79,7472,210,210,0
Job_074,7,5615,7630,M7,7393,56,7449,-181,0,181
Job_069,6,5301,7654,M6,7396,46,7442,-212,0,212
Job_076,4,5760,7775,M4,7398,49,7447,-328,0,328
Job_067,7,5192,7630,M9,7429,48,7477,-153,0,153
Job_088,0,6741,9094,M0,7438,43,7481,-1613,0,1613
Job_069,7,5301,7654,M5,7442,46,7488,-166,0,166
Job_072,9,5491,7501,M6,7446,53,7499,-2,0,2
Job_077,2,5846,8198,M4,7447,75,7522,-676,0,676
Job_066,9,5084,7525,M7,7449,45,7494,-31,0,31
Job_074,8,5615,7630,M8,7449,44,7493,-137,0,137
Job_085,0,6524,8965,M1,7465,85,7550,-1415,0,1415
Job_090,1,6925,9702,M2,7465,95,7560,-2142,0,2142
Job_075,7,5718,8159,M3,7472,52,7524,-635,0,635
Job_084,0,6491,9099,M0,7481,76,7557,-1542,0,1542
Job_076,5,5760,7775,M5,7488,11,7499,-276,0,276
Job_067,8,5192,7630,M7,7494,36,7530,-100,0,100
Job_076,6,5760,7775,M6,7499,62,7561,-214,0,214
Job_080,3,6001,8010,M5,7499,61,7560,-450,0,450
Job_077,3,5846,8198,M9,7522,11,7533,-665,0,665
Job_075,8,5718,8159,M4,7524,90,7614,-545,0,545
Job_069,8,5301,7654,M7,7530,72,7602,-52,0,52
Job_065,9,5051,7659,M8,7550,74,7624,-35,0,35
Job_086,2,6632,9070,M1,7550,46,7596,-1474,0,1474
Job_067,9,5192,7630,M3,7551,79,7630,0,0,0
Job_089,0,6920,9231,M2,7560,84,7644,-1587,0,1587
Job_090,2,6925,9702,M0,7560,71,7631,-2071,0,2071
Job_073,7,5492,8015,M6,7561,89,7650,-365,0,365
Job_086,3,6632,9070,M5,7596,74,7670,-1400,0,1400
Job_093,1,7055,9070,M1,7596,78,7674,-1396,0,1396
Job_076,7,5760,7775,M7,7602,56,7658,-117,0,117
Job_074,9,5615,7630,M9,7609,21,7630,0,0,0
Job_069,9,5301,7654,M8,7624,30,7654,0,0,0
Job_080,4,6001,8010,M3,7630,26,7656,-354,0,354
Job_085,1,6524,8965,M0,7631,13,7644,-1321,0,1321
Job_088,1,6741,9094,M2,7644,90,7734,-1360,0,1360
Job_073,8,5492,8015,M9,7650,45,7695,-320,0,320
Job_077,4,5846,8198,M3,7656,69,7725,-473,0,473
Job_080,5,6001,8010,M4,7656,69,7725,-285,0,285
Job_068,7,5244,7851,M7,7658,89,7747,-104,0,104
Job_076,8,5760,7775,M8,7658,44,7702,-73,0,73
Job_081,2,6072,8384,M5,7670,52,7722,-662,0,662
Job_089,1,6920,9231,M1,7674,2,7676,-1555,0,1555
Job_078,0,5909,8432,M1,7676,91,7767,-665,0,665
Job_089,2,6920,9231,M5,7722,52,7774,-1457,0,1457
Job_080,6,6001,8010,M8,7725,21,7746,-264,0,264
Job_082,2,6111,8189,M3,7725,61,7786,-403,0,403
Job_093,2,7055,9070,M2,7734,9,7743,-1327,0,1327
