Job,Operation,Arrival,Deadline,Machine,Start,Processing Time,End,Lateness,Tardiness,Earliness
Job_038,0,2880,4895,M0,4320,29,4349,-546,0,546
Job_044,0,3231,5309,M1,4320,46,4366,-943,0,943
Job_026,6,1944,4382,M8,4322,19,4341,-41,0,41
Job_035,5,2612,5135,M5,4322,10,4332,-803,0,803
Job_027,4,2171,4779,M2,4323,85,4408,-371,0,371
Job_031,2,2421,4774,M4,4323,75,4398,-376,0,376
Job_029,8,2312,4750,M7,4328,36,4364,-386,0,386
Job_033,7,2605,5382,M3,4328,98,4426,-956,0,956
Job_030,6,2364,4971,M6,4329,40,4369,-602,0,602
Job_034,6,2611,4621,M8,4341,21,4362,-259,0,259
Job_050,0,3861,6214,M0,4349,43,4392,-1822,0,1822
Job_036,8,2735,4750,M8,4362,44,4406,-344,0,344
Job_035,6,2612,5135,M7,4364,12,4376,-759,0,759
Job_038,1,2880,4895,M1,4366,78,4444,-451,0,451
Job_034,7,2611,4621,M7,4376,49,4425,-196,0,196
Job_035,7,2612,5135,M6,4376,89,4465,-670,0,670
Job_022,9,1643,4421,M5,4378,43,4421,0,0,0
Job_044,1,3231,5309,M0,4392,37,4429,-880,0,880
Job_031,3,2421,4774,M9,4398,11,4409,-365,0,365
Job_032,8,2600,4911,M4,4398,6,4404,-507,0,507
Job_043,0,3192,5504,M2,4408,84,4492,-1012,0,1012
Job_027,5,2171,4779,M9,4409,11,4420,-359,0,359
Job_026,7,1944,4382,M9,4420,48,4468,86,86,0
Job_037,6,2838,5279,M5,4421,47,4468,-811,0,811
Job_030,7,2364,4971,M7,4425,89,4514,-457,0,457
Job_031,4,2421,4774,M3,4426,69,4495,-279,0,279
Job_039,0,2966,5318,M0,4429,43,4472,-846,0,846
Job_027,6,2171,4779,M6,4465,40,4505,-274,0,274
Job_033,8,2605,5382,M9,4468,22,4490,-892,0,892
Job_049,0,3804,6411,M0,4472,76,4548,-1863,0,1863
Job_034,8,2611,4621,M9,4490,72,4562,-59,0,59
Job_042,0,3121,5130,M2,4492,14,4506,-624,0,624
Job_043,1,3192,5504,M1,4492,2,4494,-1010,0,1010
Job_043,2,3192,5504,M5,4494,52,4546,-958,0,958
Job_031,5,2421,4774,M1,4495,28,4523,-251,0,251
Job_037,7,2838,5279,M3,4495,52,4547,-732,0,732
Job_038,2,2880,4895,M2,4506,9,4515,-380,0,380
Job_026,8,1944,4382,M7,4514,36,4550,168,168,0
Job_030,8,2364,4971,M4,4514,26,4540,-431,0,431
Job_039,1,2966,5318,M2,4515,90,4605,-713,0,713
Job_031,6,2421,4774,M6,4523,46,4569,-205,0,205
Job_037,8,2838,5279,M4,4547,90,4637,-642,0,642
Job_042,1,3121,5130,M0,4548,6,4554,-576,0,576
Job_026,9,1944,4382,M3,4550,79,4629,247,247,0
Job_027,7,2171,4779,M7,4550,89,4639,-140,0,140
Job_042,2,3121,5130,M1,4554,22,4576,-554,0,554
Job_046,0,3611,6219,M0,4554,76,4630,-1589,0,1589
Job_035,8,2612,5135,M9,4562,45,4607,-528,0,528
Job_031,7,2421,4774,M5,4569,46,4615,-159,0,159
Job_034,9,2611,4621,M6,4569,53,4622,1,1,0
Job_052,0,4045,6822,M1,4576,81,4657,-2165,0,2165
Job_045,0,3384,5822,M2,4605,31,4636,-1186,0,1186
Job_042,3,3121,5130,M5,4615,61,4676,-454,0,454
Job_038,3,2880,4895,M3,4629,36,4665,-230,0,230
Job_055,0,4175,6190,M0,4630,29,4659,-1531,0,1531
Job_048,0,3752,6190,M2,4636,31,4667,-1523,0,1523
Job_027,8,2171,4779,M4,4639,26,4665,-114,0,114
Job_028,9,2204,4645,M7,4639,45,4684,39,39,0
Job_040,0,3029,5552,M1,4657,91,4748,-804,0,804
Job_045,1,3384,5822,M0,4659,86,4745,-1077,0,1077
Job_038,4,2880,4895,M4,4665,49,4714,-181,0,181
Job_053,0,4051,6061,M2,4667,14,4681,-1380,0,1380
Job_027,9,2171,4779,M8,4670,74,4744,-35,0,35
Job_029,9,2312,4750,M3,4671,79,4750,0,0,0
Job_050,1,3861,6214,M2,4681,90,4771,-1443,0,1443
Job_031,8,2421,4774,M7,4684,72,4756,-18,0,18
Job_038,5,2880,4895,M5,4714,11,4725,-170,0,170
Job_039,2,2966,5318,M4,4714,75,4789,-529,0,529
Job_038,6,2880,4895,M6,4725,62,4787,-108,0,108
Job_036,9,2735,4750,M9,4729,21,4750,0,0,0
Job_040,1,3029,5552,M0,4748,85,4833,-719,0,719
Job_041,0,3083,5861,M1,4748,81,4829,-1032,0,1032
Job_042,4,3121,5130,M3,4750,26,4776,-354,0,354
Job_031,9,2421,4774,M8,4756,30,4786,12,12,0
Job_044,2,3231,5309,M3,4776,61,4837,-472,0,472
Job_038,7,2880,4895,M7,4787,56,4843,-52,0,52
Job_039,3,2966,5318,M9,4789,11,4800,-518,0,518
Job_042,5,3121,5130,M4,4789,69,4858,-272,0,272
Job_045,2,3384,5822,M1,4829,46,4875,-947,0,947
Job_053,1,4051,6061,M0,4833,6,4839,-1222,0,1222
Job_039,4,2966,5318,M3,4837,69,4906,-412,0,412
Job_044,3,3231,5309,M2,4837,13,4850,-459,0,459
Job_048,1,3752,6190,M0,4839,86,4925,-1265,0,1265
Job_038,8,2880,4895,M8,4843,44,4887,-8,0,8
Job_044,4,3231,5309,M6,4850,32,4882,-427,0,427
Job_052,1,4045,6822,M2,4850,95,4945,-1877,0,1877
Job_050,2,3861,6214,M4,4858,75,4933,-1281,0,1281
Job_045,3,3384,5822,M5,4875,74,4949,-873,0,873
Job_053,2,4051,6061,M1,4875,22,4897,-1164,0,1164
Job_032,9,2600,4911,M7,4886,25,4911,0,0,0
Job_038,9,2880,4895,M9,4887,21,4908,13,13,0
Job_042,6,3121,5130,M8,4887,21,4908,-222,0,222
Job_039,5,2966,5318,M1,4906,28,4934,-384,0,384
Job_040,2,3029,5552,M3,4906,39,4945,-607,0,607
